"id","code_en","code_ru","name_en","city_code_en","country_code_ru","country_code_en","timezone","latitude","longitude","city_id","del","osm_type","osm_id"
"7364","BMV",,"Buon Ma Thuot Airport","BMV",,"VN","+07:00","12.6671845","108.12582752905",NULL,"0","W","35011349"
"7363","BMU",,"Sultan Muhammad Salahuddin Airport","BMU",,"ID","+08:00","-8.5393425","118.69069418776","8828","0","W","496520757"
"7362","BMT",,"Beaumont Municipal Airport","BPT",,"US","-05:00","30.07237255","-94.215987482342","4054","0","W","185294961"
"7361","BMP",,"Brampton Island Airport","BMP",,"AU","+10:00","-20.8046326","149.27999609018",NULL,"0","W","900792524"
"7360","BML",,"Berlin Municipal Airport","BML",,"US",,"44.57479855","-71.175474949104",NULL,"0","W","924960702"
"7359","BMI",,"Central Illinois Regional Airport","BMI",,"US","-06:00","40.4770257","-88.913129784172",NULL,"0","W","120787777"
"7358","BMG",,"Monroe County Airport","BMG",,"US","-05:00","39.1446206","-86.6145876","4497","0","N","368387025"
"7357","BME",,"Broome International Airport","BME",,"AU","+09:30","-17.9492125","122.23069434862","19585","0","W","238043350"
"7356","BMA",,"Stockholm-Bromma Airport","STO",,"SE","+02:00","59.3546192","17.944740459282","912","0","R","5650383"
"7355","BLZ",,"Blantyre, Chileka Airport","BLZ",,"MW","+02:00","-15.67607545","34.967061384173","9178","0","W","279223759"
"7354","BLX",,"Belluno, Belluno Arpt","BLX",,"IT","+02:00","46.1663423","12.248944084253","5092","0","W","140837753"
"7353","BLV",,"MidAmerica St. Louis Airport","BLV",,"US","-04:00","38.5461016","-89.819974460675","3894","0","R","8911707"
"7352","BLU",,"Blue Canyon-Nyack Airport","BLU",,"US",,"39.2743038","-120.70957176819",NULL,"0","W","535047102"
"7351","BLT",,"Blackwater Airport","BLT",,"AU","+10:00","-23.6026492","148.80685996553",NULL,"0","W","969961965"
"7350","BLR",,"Bangalore, Bengaluru Intl Arpt","BLR",,"IN","+05:30","13.196697","77.707586559189","7403","0","W","252746837"
"7349","BLQ",,"Bologna Guglielmo Marconi Airport","BLQ",,"IT","+02:00","44.5344306","11.288457445265","895","0","R","11212141"
"7348","BLL",,"Billund Airport","BLL",,"DK","+02:00","55.7411782","9.1607460862452","17624","0","W","96215012"
"7347","BLK",,"Blackpool Airport","BLK",,"GB","+01:00","53.77322885","-3.0371900877378","5347","0","W","4734432"
"7346","BLJ",,"Mostépha Ben Boulaid Airport","BLJ",,"DZ","+01:00","35.7528032","6.3077466106139","7567","0","W","221178588"
"7345","BLI",,"Bellingham International Airport","BLI",,"US","-07:00","48.79368955","-122.53595690761","4673","0","W","224559721"
"7344","BLH",,"Blythe Airport","BLH",,"US","-08:00","33.6206368","-114.7191040812",NULL,"0","W","44486328"
"7343","BLG",,"Belaga, Belaga Arpt","BLG",,"MY","+08:00","2.65147355","113.766122",NULL,"0","W","513631515"
"7342","BLF",,"Mercer County Airport","BLF",,"US","-05:00","37.2949004","-81.2080058",NULL,"0","N","368381011"
"7341","BLE",,"Borlänge Airfield","BLE",,"SE","+02:00","60.42165855","15.514855813352","11285","0","W","265197405"
"7340","BLD",,"Boulder City Municipal Airport","LAS",,"US","-07:00","35.9494789","-114.86096709818","4598","0","W","135833063"
"7339","BLA",,"José Antonio Anzoátegui International Airport","BLA",,"VE","-04:00","10.10716495","-64.687733827157","8623","0","W","180301645"
"7338","BKX",,"Brookings Regional Airport","BKX",,"US",,"44.30472735","-96.817363072831",NULL,"0","W","223414290"
"7337","BKW",,"Raleigh County Memorial Airport","BKW",,"US","-05:00","37.79427185","-81.122320877703",NULL,"0","W","730034407"
"7336","BKS",,"Fatmawati Soekarno Airport","BKS",,"ID","+07:00","-3.86237635","102.33769344456","8829","0","W","677325038"
"7335","BKQ",,"Blackall Airport","BKQ",,"AU","+10:00","-24.83835","146.2904305",NULL,"0","N","8994788948"
"7334","BKO",,"President Modibo Keita - Senou International Airport","BKO",,"ML","+00:00","12.5353304","-7.948765040023","9191","0","W","211185988"
"7333","BKM",,"Ba'kelalan Airport","BKM",,"MY","+08:00","3.97406365","115.61755039309",NULL,"0","W","910358395"
"7332","BKL",,"Burke Lakefront Airport","CLE",,"US","-04:00","41.5188169","-81.681132411524","4118","0","W","132045694"
"7331","BKI",,"Kota Kinabalu International Airport","BKI",,"MY","+08:00","5.9336121","116.04978930674","7044","0","R","11601139"
"7330","BKG",,"Branson Airport","BKG",,"US",,"36.52780005","-93.19781657948",NULL,"0","W","256411531"
"7329","BKE",,"Baker Municipal Airport","BKE",,"US","+00:00","44.8360379","-117.80737792061",NULL,"0","W","221953587"
"7328","BKB",,"Bikaner, Bikaner Arpt","BKB",,"IN","+05:00","28.07035805","73.20330232569","7375","0","W","239970391"
"7327","BJZ",,"Badajoz, Talaveral La Real Arpt","BJZ",,"ES","+01:00","38.8940303","-6.8190007","5911","0","N","258208869"
"7326","BJY",,"Colonel Pilot Milenko Pavlović Air Base","BEG",,"RS","+02:00","44.93664845","20.250504970879","9614","0","W","288181980"
"7325","BJX",,"Del Bajío International Airport","BJX",,"MX","-06:00","20.9934103","-101.4812007652",NULL,"0","W","188549900"
"7324","BJR",,"Bahar Dar, Bahar Dar Arpt","BJR",,"ET","+03:00","11.6088607","37.32085159886",NULL,"0","W","26680077"
"7323","BJM",,"Bujumbura International Airport","BJM",,"BI","+02:00","-3.32424825","29.320540457966","8587","0","W","86783340"
"7322","BJL",,"Banjul International Airport","BJL",,"GM","+00:00","13.336338","-16.649502572034","8637","0","W","109445333"
"7321","BJI",,"Bemidji Regional Airport","BJI",,"US","-05:00","47.5101068","-94.929824346256","4275","0","W","137621884"
"7320","BJF",,"Båtsfjord Airport","BJF",,"NO","+01:00","70.5993908","29.688477021025",NULL,"0","W","584817089"
"7319","BJC",,"Rocky Mountain Metropolitan Airport","BJC",,"US","-07:00","39.90778875","-105.113308235",NULL,"0","W","368683795"
"7318","BJA",,"Soummam Abane Ramdane Airport","BJA",,"DZ","+01:00","36.71294885","5.0738500375633",NULL,"0","W","356725163"
"7317","BIY",,"Bisho, Bisho Arpt","BIY",,"ZA","+02:00","-32.89788125","27.279455765465",NULL,"0","W","200184312"
"7316","BIS",,"Bismarck Municipal Airport","BIS",,"US","-05:00","46.7732585","-100.74716366622","4641","0","W","224792009"
"7315","BIQ",,"Biarritz, Bayonne Anglet Arpt","BIQ",,"FR","+02:00","43.46909385","-1.5228711739616","2497","0","W","42019218"
"7314","BIO",,"Bilbao Airport","BIO",,"ES","+02:00","43.30172545","-2.9178696723351","6096","0","W","167055954"
"7313","BIM",,"South Bimini Airport","BIM",,"BS","-05:00","25.70056595","-79.272218808627",NULL,"0","W","152819335"
"7312","BIL",,"Billings Logan International Airport","BIL",,"US","-06:00","45.80923485","-108.54767517886","4634","0","W","224660182"
"7311","BIK",,"Frans Kaisiepo International Airport","BIK",,"ID","+09:00","-1.18846795","136.10667153232","17280","0","W","150560836"
"7310","BII",,"Bikini Atoll, Enyu Airfield","BII",,"MH",,"11.5225","165.5650024",NULL,"0","N","1042047907"
"7309","BIH",,"Eastern Sierra Regional Airport","BIH",,"US","+00:00","37.3728939","-118.36574741611",NULL,"0","W","193707288"
"7308","BIG",,"Allen Army Air Field","BIG",,"US","-09:00","63.99735155","-145.72241250199",NULL,"0","W","504409539"
"7307","BIF",,"Biggs Army Airfield","ELP",,"US","-06:00","31.84884055","-106.38261387551","13605","0","W","720017989"
"7306","BID",,"Block Island State Airport","BID",,"US","-05:00","41.1683967","-71.57730441487",NULL,"0","W","495906627"
"7305","BIA",,"International airport of Bastia-Poretta","BIA",,"FR","+02:00","42.55466885","9.4819466234053","2509","0","W","42019348"
"7304","BHY",,"Beihai Fucheng Airport","BHY",,"CN","+08:00","21.53915575","109.29171696644","3664","0","W","84527473"
"7303","BHW",,"Sargodha, Bhagatanwala Arpt","SGI",,"PK","+04:30","32.05629145","72.949298334486","9407","0","W","223375163"
"7302","BHU",,"Bhavnagar Airport","BHU",,"IN","+05:00","21.7528163","72.186978034653","7381","0","W","116804127"
"7301","BHS",,"Bathurst Airport","BHS",,"AU","+10:00","-33.4106212","149.6556801811","7532","0","W","758496312"
"7300","BHQ",,"Broken Hill Airport","BHQ",,"AU","+09:30","-32.00625895","141.47089360383","7529","0","W","177017739"
"7299","BHO",,"Bhopal, Raja Bhoj Arpt","BHO",,"IN","+05:45","23.29064585","77.329421765179","7379","0","R","13433026"
"7298","BHM",,"Birmingham-Shuttlesworth International Airport","BHM",,"US","-06:00","33.5635078","-86.751541268647",NULL,"0","W","224422644"
"7297","BHL",,"Bahia De Los Angeles, Bahia De Los Angeles Arpt","BHL",,"MX",,"0","0",NULL,"0",NULL,NULL
"7296","BHK",,"«Bukhara» International Airport","BHK",,"UZ","+05:00","39.77495605","64.481411013916","460","0","R","12733977"
"7295","BHJ",,"Bhuj Rudra Mata Airport","BHJ",,"IN","+05:00","23.2756868","69.663745493459","17317","0","W","233887272"
"7294","BHI",,"Comandante Espora Airport","BHI",,"AR","-03:00","-38.7272941","-62.171414533262","8197","0","W","732491475"
"7293","BHH",,"Bisha Domestic Airport","BHH",,"SA","+03:00","19.9776886","42.619285683644",NULL,"0","W","643361539"
"7292","BHE",,"Blenheim, Woodbourne Arpt","BHE",,"NZ","+12:00","-41.5172616","173.86935377853","9359","0","W","176131211"
"7291","BHB",,"Hancock County–Bar Harbor Airport","BHB",,"US","-05:00","44.4500096","-68.362124088654",NULL,"0","W","653837458"
"7290","BGW",,"Baghdad International Airport","BGW",,"IQ","+03:00","33.2638222","44.232794695535","7775","0","W","949531944"
"7289","BGV",,"Bento Gonçalves Aero Club","BGV",,"BR","-04:00","-29.14753025","-51.540262876313","18600","0","R","4772908"
"7288","BGT",,"Bagdad Airport","BGT",,"US",,"34.5928997","-113.1719641",NULL,"0","N","7164797550"
"7286","BGR",,"Bangor International Airport","BGR",,"US","+01:00","44.8072619","-68.819414861051","5361","0","W","224678640"
"7285","BGQ",,"Big Lake Airport","BGQ",,"US",,"61.5352778","-149.8119444",NULL,"0","N","369146342"
"7284","BGO",,"Bergen Airport, Flesland","BGO",,"NO","+02:00","60.29619625","5.2199013750152","3374","0","R","6303432"
"7283","BGM",,"Greater Binghamton Airport","BGM",,"US","-04:00","42.2106484","-75.981550933995","4352","0","W","452692931"
"7282","BGI",,"Grantley Adams International Airport","BGI",,"BB","-04:00","13.0772788","-59.48794597973","8234","0","W","52494538"
"7281","BGF",,"Bangui M'Poko International Airport","BGF",,"CF","+01:00","4.3959119","18.523283337103","9807","0","R","10756531"
"7280","BGA",,"Palonegro International Airport","BGA",,"CO","-05:00","7.12671345","-73.183003983297","9027","0","W","96053161"
"7279","BFV",,"Buriram Airport","BFV",,"TH","+07:00","15.2251616","103.24777584936",NULL,"0","W","516875624"
"7278","BFT",,"Beaufort Executive Airport","BFT",,"US","+08:00","32.4136774","-80.6329308","15340","0","N","368395538"
"7277","BFS",,"Belfast International Airport","BFS",,"GB","+01:00","54.6524245","-6.2290761546797","5353","0","W","125018205"
"7276","BFR",,"Virgil I Grissom Municipal Airport","BFR",,"US",,"38.8406091","-86.4458299",NULL,"0","N","368387578"
"7275","BFP",,"Beaver County Airport","BFP",,"US","-05:00","40.77557515","-80.390776304123",NULL,"0","W","385658312"
"7274","BFN",,"Bloemfontein, Bloemfontein International","BFN",,"ZA","+02:00","-29.0922444","26.296681782348","8081","0","W","274719750"
"7273","BFM",,"Mobile Downtown Airport","MOB",,"US","-04:00","30.62555175","-88.069653000524","3819","0","R","2647564"
"7272","BFL",,"Meadows Field Airport","BFL",,"US","-07:00","35.4372678","-119.05922366074","4494","0","W","206230753"
"7271","BFK",,"Buckley Air Force Base","DEN",,"US","-06:00","39.7078055","-104.758286","4579","0","N","369179652"
"7270","BFJ",,"Ba City, Ba Arpt","BFJ",,"FJ","+08:00","0","0",NULL,"0",NULL,NULL
"7269","BFI",,"Boeing Field","SEA",,"US","-07:00","47.5298443","-122.30089181029","4686","0","R","537472"
"7268","BFH",,"Bacacheri Airport","CWB",,"BR","-03:00","-25.40482295","-49.232243954597","8505","0","W","529031564"
"7267","BFG",,"Bullfrog Basin Airport","BFG",,"US",,"37.5458239","-110.713199",NULL,"0","N","368981681"
"7266","BFF",,"Western Nebraska Regional Airport","BFF",,"US","-06:00","41.87685875","-103.59491845573","4645","0","R","12183702"
"7265","BFE",,"Bielefeld, Bielefeld Arpt","BFE",,"DE","+02:00","51.96518385","8.5453003339437","3363","0","W","370577766"
"7264","BFD",,"Bradford Regional Airport","BFD",,"US","-05:00","41.8034637","-78.640302820218",NULL,"0","W","253369732"
"7263","BFB",,"Blue Fox Bay, Blue Fox Bay Arpt","BFB",,"US",,"0","0",NULL,"0",NULL,NULL
"7262","BEZ",,"Beru Airport","BEZ",,"KI","+06:00","-1.35472","176.0070038","8230","0","N","1042049736"
"7261","BEY",,"Beirut–Rafic Hariri International Airport","BEY",,"LB","+03:00","33.8184914","35.490912120645","9135","0","R","13271009"
"7260","BEW",,"Beira Airport","BEW",,"MZ","+02:00","-19.79742665","34.910583027095","9235","0","W","326084669"
"7259","BEU",,"Bedourie Airport","BEU",,"AU","+10:00","-24.3460999","139.4600067",NULL,"0","N","1042093224"
"7258","BET",,"Bethel Airport","BET",,"US","-09:00","60.78043015","-161.84026194741",NULL,"0","W","718215796"
"7257","BES",,"Brest, Guipavas Arpt","BES",,"FR","+01:00","48.4473359","-4.4183040364814","2487","0","W","5369273"
"7256","BEQ",,"RAF Honington","BEQ",,"GB","+01:00","52.34289805","0.7708089433284","5332","0","W","121751630"
"7255","BEP",,"Bellary, Bellary Airport","BEP",,"IN","+05:30","15.16220255","76.881532857501","7386","0","W","111707899"
"7254","BEO",,"Lake Macquarie Airport","NTL",,"AU","+10:00","-33.0658561","151.64683995603","7496","0","R","8347115"
"7253","BEN",,"Benina International Airport","BEN",,"LY","+02:00","32.1011324","20.273327909496","9138","0","R","10736637"
"7252","BEL",,"Val de Cans International Airport","BEL",,"BR","+03:00","-1.37988995","-48.479695659237","6536","0","W","207073943"
"7251","BEK",,"Rae Bareli, Sri Sathya Sai Airport","BEK",,"IN",,"26.25019525","81.380956712191",NULL,"0","W","174078220"
"7250","BEH",,"Southwest Michigan Regional Airport","BEH",,"US",,"42.1279351","-86.42297189177",NULL,"0","W","262233894"
"7249","BED",,"Laurence G. Hanscom Field","BED",,"US","-05:00","42.467843","-71.284520619004",NULL,"0","W","95408743"
"7248","BEC",,"Beech Factory Landing Field","ICT",,"US","-06:00","37.69397475","-97.217659885355","3916","0","W","509350832"
"7247","BEB",,"Benbecula Airport","BEB",,"GB","+00:00","57.4807797","-7.3652748943001",NULL,"0","W","274656610"
"7246","BDU",,"Bardufoss Airport","BDU",,"NO","+02:00","69.05482565","18.540665381702","14373","0","W","263489770"
"7245","BDS",,"Brindisi Airport","BDS",,"IT","+02:00","40.661605","17.948577553184","5079","0","R","12857931"
"7244","BDR",,"Igor I. Sikorsky Memorial Airport","BDR",,"US","-05:00","41.16366735","-73.125757234214",NULL,"0","W","113879418"
"7243","BDQ",,"Vadodara Green Airport Harni","BDQ",,"IN","+05:00","22.33681675","73.227068868878","7104","0","W","28851359"
"7242","BDO",,"Husein Sastranegara International Airport","BDO",,"ID","+07:00","-6.89951685","107.57604750543","8832","0","W","95608889"
"7241","BDL",,"Bradley International Airport","HFD",,"US","-05:00","41.9405835","-72.685019942646","4464","0","W","209044559"
"7240","BDJ",,"Syamsudin Noor International Airport","BDJ",,"ID","+08:00","-3.44032505","114.75651934375","17174","0","W","674050854"
"7239","BDD",,"Badu Island Airport","BDD",,"AU","+10:00","-10.14901485","142.17305925906",NULL,"0","R","8493427"
"7238","BDB",,"Bundaberg Airport","BDB",,"AU","+10:00","-24.90353975","152.31965241485","7528","0","W","49498496"
"7237","BDA",,"L.F. Wade International Airport","BDA",,"BM","-04:00","32.3616236","-64.665755138446",NULL,"0","R","12500122"
"7236","BCT",,"Boca Raton Airport","FLL",,"US","-04:00","26.3785634","-80.108433372727","3843","0","R","5483652"
"7235","BCM",,"Bacău International Airport","BCM",,"RO","+03:00","46.51924485","26.913752828586","13683","0","W","84575502"
"7234","BCI",,"Barcaldine Airport","BCI",,"AU","+10:00","-23.56550565","145.30206293947",NULL,"0","W","277175347"
"7233","BCH",,"Baucau Airport","BCH",,"TL","+09:00","-8.4854959","126.3993414838","9751","0","W","477203039"
"7232","BCE",,"Bryce Canyon Airport","BCE",,"US","-07:00","37.70752165","-112.1501399417",NULL,"0","W","291410730"
"7231","BCD",,"Bacolod-Silay Airport","BCD",,"PH","+08:00","10.7770007","123.01801470322","12366","0","W","56298919"
"7230","BCB",,"Virginia Tech Montgomery Executive Airport","BCB",,"US",,"37.20921745","-80.412035096204",NULL,"0","W","25665360"
"7229","BBW",,"Broken Bow Municipal Airport","BBW",,"US",,"41.43447415","-99.64060618155",NULL,"0","W","698552978"
"7228","BBR",,"Basse Terre, Baillif Arpt","BBR",,"GP","-04:00","0","0",NULL,"0",NULL,NULL
"7227","BBN",,"Bario Airport","BBN",,"MY","+08:00","3.73459125","115.47871842636",NULL,"0","W","913837696"
"7226","BBK",,"Kasane, Kasane Arpt","BBK",,"BW","+02:00","-17.83045705","25.164367059708","18633","0","W","192347460"
"7224","BBI",,"Bhubaneswar, Biju Patnaik Arpt","BBI",,"IN","+05:30","20.25229545","85.813484724472","7378","0","W","90617075"
"7223","BBH",,"Stralsund Barth Airport","BBH",,"DE","+02:00","54.33965175","12.712626338183","18082","0","W","142228796"
"7222","BBA",,"Balmaceda Airport","BBA",,"CL","-04:00","-45.91603625","-71.686949317878",NULL,"0","W","949351471"
"7221","BAZ",,"Barcelos Airport","BAZ",,"BR","-04:00","-0.9810895","-62.917971367114",NULL,"0","W","169669983"
"7220","BAY",,"Maramures International Airport","BAY",,"RO","+03:00","47.65953645","23.463652203395","6421","0","W","84575512"
"7219","BAX",,"Barnaul Airport","BAX",,"RU","+07:00","53.3635611","83.550453621301","24","0","W","75208207"
"7218","BAV",,"Baotou Donghe Airport","BAV",,"CN","+08:00","40.5607009","109.99999262142","3741","0","W","103628289"
"7217","JTC",,"Bauru/Arealva–Moussa Nakhal Tobias State Airport","JTC",,"BR","-03:00","-22.15705835","-49.07515943787","8538","0","R","8527439"
"7216","BAT",,"Chafei Amsei Airport","BAT",,"BR","-03:00","-20.58423865","-48.595093239889","8541","0","W","157108417"
"7215","BAS",,"Ballalae Airport","BAS",,"SB","+11:00","-6.9911804","155.8855471",NULL,"0","N","1042019646"
"7214","BAQ",,"Ernesto Cortissoz International Airport","BAQ",,"CO","-04:00","10.88795095","-74.779498446653","9030","0","W","803603468"
"7213","BAO",,"Ban Mak Khaen, Udorn Arpt","BAO",,"TH",,"0","0",NULL,"0",NULL,NULL
"7212","BAL",,"Batman, Batman Arpt","BAL",,"TR","+04:00","37.94464805","41.122520340958","6538","0","W","307989913"
"7211","BAK",,"Baku, Baku Airport","BAK",,"AZ","+04:00","0","0","574","0",NULL,NULL
"7210","BAH",,"Bahrain International Airport","BAH",,"BH","+03:00","26.27017855","50.630342738197","38592","0","W","157851986"
"7209","BAG",,"Loakan Airport","BAG",,"PH","+08:00","16.3751305","120.61925313448","5743","0","R","7908599"
"7206","AZS",,"Samana, Samana International Arpt","AZS",,"DO","-04:00","19.2687701","-69.741133348916","17600","0","W","367189021"
"7205","AZP",,"Mexico City, Atizapan Arpt","MEX",,"MX","-05:00","0","0","7928","0","W","629338354"
"7204","AZO",,"Kalamazoo-Battle Creek International Airport","AZO",,"US","-05:00","42.2307865","-85.551041923796","4252","0","W","125390420"
"7203","AZN",,"«Andijan» international Airport","AZN",,"UZ","+05:00","40.7265439","72.293038289905","1092","0","W","965652300"
"7202","AZI",,"Al Bateen Executive Airport","AUH",,"AE","+04:00","24.42979375","54.453625171625","1073","0","W","159458774"
"7201","AZG",,"Apatzingan, Apatzingan Arpt","AZG",,"MX",,"19.0935315","-102.39349626981",NULL,"0","W","191556888"
"7200","AZD",,"Yazd Shahid Sadooghi International Airport","AZD",,"IR","+04:30","31.9013104","54.282210050715","8853","0","R","12704927"
"7199","AZA",,"Phoenix-Mesa Gateway Airport","PHX",,"US","-07:00","33.30591455","-111.65264411502","4484","0","W","224554927"
"7198","AYT",,"Antalya Airport","AYT",,"TR","+03:00","36.89994245","30.798191449837","6542","0","R","2862287"
"7197","AYS",,"Waycross-Ware County Airport","AYS",,"US",,"31.24847785","-82.393774810165",NULL,"0","W","31498733"
"7196","AYR",,"Ayr Airport","AYR",,"AU",,"-19.5942228","147.3270922",NULL,"0","N","1042093177"
"7195","AYQ",,"Connellan Airport","AYQ",,"AU","+08:45","-25.18184745","130.97576781459","19649","0","W","105056095"
"7194","AYP",,"Ayacucho, Yanamilla Arpt","AYP",,"PE","-05:00","-13.1547746","-74.205540505468","9515","0","W","128415403"
